,Tweet ID,Tweet,Target,Stance
1479,1233933506616733696,@USERNAME Yep! I'm taking students to Barcelona (6 cases of coronavirus so far) - big recommendation: sanitizer. You'd think every single person in my Central NY town had been exposed to coronavirus - hand sanitizer is sold out! (PS Pro tip - try Staples; I snagged last 2 bottles),Hand sanitiser sold commercially does not destroy the coronavirus.,AGAINST
1480,1233941115386126336,Tucker Carlson: US is vulnerable to coronavirus because libs care more about identity politics than your life https://t.co/qAx9d0iJBV,Africans are more resistant to coronavirus.,NONE
1481,1233973560244424704,"Healthcare workers who are exposed to coronavirus at work need to feel comfortable to self report. Punitive policies, such as quarantine without pay or using vacation days, risks workers minimizing even to themselves their exposure risk and thus maximizing risk to others",Africans are more resistant to coronavirus.,NONE
1482,1233990663340847104,"coronavirus is caused by eating ass, pass it on",Coronavirus can only survive in cold temperatures.,NONE
1483,1233911341997531136,At Least Half A Million People Are Infected With Coronavirus In China https://t.co/xsrA5ktqxd via @USERNAME,Africans are more resistant to coronavirus.,NONE
1484,1233953097107550208,Coronavirus is coming. Is New York ready? | CSNY https://t.co/Ah5PVRtEj2,Coronavirus is genetically engineered.,NONE
1485,1233939276561170432,"@USERNAME @USERNAME under the EPA's guidance for emerging viral pathogens, since Lysol, and Clorox and other disinfectants have been proven to effectively kill other human coronaviruses, users can safely use the wipes and sprays to disinfect surfaces in areas where the novel coronavirus is suspected",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
1486,1233926530423775232,The blood of Jesus is against coronavirus in Jesus name.,Holy communion cannot be the cause of the spread of coronavirus,NONE
1487,1233945420688064512,Thought it very interesting Dean Koontz’s novel takes on Wuhan-400 back in the 80’s... the more you know!! https://t.co/6dkDPMO0H4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
1488,1233943168036614144,"LIVE FROM HONG KONG: To Date in 2020, Influenza (the Flu) Accounts for More Than 50 Times the Number of Deaths as the Coronavirus in Hong Kong https://t.co/affmRARx5l via @USERNAME","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
1489,1233917140459110400,"This world is cursed with SIN. Only Jesus the eternal Son of God can save.""For all have sinned+fall short of the glory of God...the wages of sin is death,but the gift of God is eternal life through Jesus Christ our Lord."" Rom3:23, 6:23
#virus #flu #corona #coronavirus #body #fear",Holy communion cannot be the cause of the spread of coronavirus,NONE
1490,1233917253025845248,"Helpful thread on how long coronavirus lives on surfaces, and how higher humidity can help prevent transmission. https://t.co/x8owrkVvTn",SARS-CoV-2 can survive for weeks on surfaces.,NONE
1491,1233916123759796224,"@USERNAME In this difficult and difficult time with the Corona Virus, let us point to the beautiful Word, the divine source we have already prepared, and have a movement for victory, and also to realize a step in the process of maturity in which the truth is free to move.",Holy communion cannot be the cause of the spread of coronavirus,NONE
1492,1233908953106538496,"Bill Gates warns: Coronavirus could be a 'once-in-a-century pathogen'
https://t.co/6m55G9uYmV
+ Check out https://t.co/Gbu4tj9In3",Coronavirus is caused by 5G.,NONE
1493,1233951567339909120,@USERNAME @USERNAME I am very interested in where/what the source of COVID-19 turns out to be. What I do know is that the State Department was responsible for the order to fly potentially exposed individuals into the country to be met by inadequately trained teams with insufficient protective gear.,Coronavirus is genetically engineered.,NONE
1494,1233908973696430080,"@USERNAME It occurred to me that a lot of things over the last couple of months were shipped from China by Amazon and others. If the virus can live 2 to 3 days on a surface, could workers have touch the item is being shipped and left the virus on the items when the packaging?",SARS-CoV-2 can survive for weeks on surfaces.,FAVOR
1495,1233913189168869376,"Anti-vaxers: 
Guys we‘ve had this whole thing under control all along. All we need to do is ramp up some essential oils, take herbs, and hot baths in the evening. Light some incense and sing kumbaya and you’ll be good as new in the morning. #coronavirus #covid19 #antivaxers",Fennel tea cures coronavirus.,NONE
1496,1233907668949045248,"AIDS, H1N1, Coronavirus... Yah our god sends his judgments, men discover how to cure, and then he sends another one brand new;  divine judgment never stops on Earth",Holy communion cannot be the cause of the spread of coronavirus,NONE
1497,1233938342905032704,coronavirus is only really dangerous to old people as god sent it down to punish them for being old people,Coronavirus is genetically engineered.,NONE
1498,1233993662952067072,"Effective basic precautions against cold and flu viruses
To help prevent all respiratory illnesses including Coronavirus COVID-19:

Clean your hands often with soap and water or use alcohol-based hand sanitizer.
Cough and sneeze into the bend of your arm, not into your hand.",Vitamin C can prevent coronavirus circulation.,NONE
1499,1233976494784831488,"@USERNAME @USERNAME Is hand sanitizer effective against corona virus?  I know it had limited effectiveness against viruses, but WA DOH mentioned it as option if no ability for hand washing.",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
1500,1233983559506911232,The tone of the article suggests that there might be tens of thousands of people in Japan being infected with coronavirus SARS CoV-2. https://t.co/8mQniwbG3b,The lifetime of SARS-CoV-2 is only 12 hours.,NONE
1501,1233931758527107072,"@USERNAME @USERNAME nah. A biological warfare agent would kill 99% of its victims, not 2% like the corona virus. This is a naturally occurring virus.",Coronavirus is genetically engineered.,AGAINST
1502,1233988929617092608,"@USERNAME How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/x8pUKDFZjW",Avocado and mint tea cures coronavirus.,NONE
1503,1233919910998413312,Modern plumbing helps prevent spread of COVID-19 Coronavirus. Toilets and the installation of water distribution systems that deliver clean water into homes are widely acknowledged to have saved more lives than anything else in the world: https://t.co/LsNSSTAqXA https://t.co/IVrMFaqAeo,Vitamin C can prevent coronavirus circulation.,NONE
1504,1233980763453960192,@USERNAME Oh and lipsomal vitamin C made from organic ground orange peel taken hourly. IV vitamin C is being tried in China to stop the Cytokine Storm...,Fennel tea cures coronavirus.,NONE
1505,1233953825293307904,"COVID-19 CORONAVIRUS 
/ STATUS OF COVID-19 OUTBREAK IN USA 
/ CASE IN WASHINGTON STATE, USA 
/ COVID-19 INTRA-USA SPREAD?: https://t.co/uvp8Gd1b5F",Coronavirus is caused by 5G.,NONE
1506,1233959839438704640,"@USERNAME America, is exposed to a major threat with the #Coronavirus, ""as a result of the authorities' deliberate disregard for the seriousness of this virus"", which would put the lives of citizens at risk of the spread of this virus in an epidemic manner that cannot be controlled.",Coronavirus is genetically engineered.,NONE
1507,1233970174409265152,I'm praying that the coronavirus is not that serious and is overexaggerated by the media. I'm hoping it's just another flu and will die out when the weather starts getting hotter. I mean the only people that are dying from it are just people who have breathing problems.,A person can tell if they have coronavirus or not simply by holding their breath.,NONE
1508,1233956260187377664,There probably will be a movie or a story how coronavirus was a weapon used to Target global economy and a business tactic.,Coronavirus is genetically engineered.,NONE
1509,1233944858479382528,People are being too overdramatic about the Coronavirus.,We're very close to a vaccine.,NONE
1510,1233989416500244480,"@USERNAME How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/x8pUKDFZjW",Avocado and mint tea cures coronavirus.,NONE
1511,1233980199697604608,We need a decoding of Steven Soderbergh’s Contagion film from 2011.. lung dis-ease similar to the coronavirus which is a respiratory dis-ease also started in China and spread to the states rapidly etc just like the film🤔 conspiracy theorist y’all should have fun with this https://t.co/heDZzkaa5i,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
1512,1233969981349617664,"This along with the hot weather in the country may lead to lower damage from  #coronavirus in India

#coronavirusindia https://t.co/vA0qd5xDgh",Coronavirus can only survive in cold temperatures.,FAVOR
1513,1233919882510700544,"“current estimates of a roughly 1% fatality rate are accurate. This would make Covid-19 more deadly than seasonal flu, which is estimated to kill between 290,000 and 650,000 people a year globally.” https://t.co/a9VvfYTJ5Q",COVID-19 is only as deadly as the seasonal flu.,AGAINST
1514,1233949282736254976,@USERNAME @USERNAME Then multiply that by about 7.  Incubation period for flu is 2 days.  Coronavirus is 14 days.  People can spread the virus for 14 days without even realizing they are sick.,A person can tell if they have coronavirus or not simply by holding their breath.,NONE
1515,1233929464444260352,Study finds that Coronavirus could survive up to NINE DAYS outside the body https://t.co/vRPwrdlSWm https://t.co/txPcwqh0QO,SARS-CoV-2 can survive for weeks on surfaces.,FAVOR
1516,1233962248453804032,Coronavirus: Latest patient was first to be infected in UK https://t.co/ITCkl2qwyM,Holy communion cannot be the cause of the spread of coronavirus,NONE
1517,1233972136445911040,How could anti-bacterial hand sanitisers protect against the coronavirus? https://t.co/Ifs6lF8o2O,Hand sanitiser sold commercially does not destroy the coronavirus.,FAVOR
1518,1233956490605735936,"Seriously 😒 my foot 🦶 is broken!! Three times in three years! I can see the bone 🦴, the pain is an 8 after cbd topical, 3 500mg Tylenol, 4 blunts, a snow foot bath and a hot tea!! No I won’t go to the hospital 🏥 I’m not catching the #Coronavirus #flu #mad #hurt",Vitamin C cures coronavirus.,NONE
1519,1233906793761386496,"It's probable @USERNAME caught Rhinovirus not Coronavirus. Get many doses of good chicken soup, run humidifier and bundle up for a few days. In future use zinc lozenges at the very first twinge of cold symptoms.  It works astoundingly well in reducing severity of colds. https://t.co/NJvqjSONe7",Vitamin C cures coronavirus.,NONE
1520,1233985635066744832,"@USERNAME @USERNAME @USERNAME That is untrue. Body have immune response, that's why a vaccine will work on it. It acts and can be treated like a severe case of flu.
""overall clinical consequences of Covid-19 may ultimately be more akin to those of a severe seasonal influenza""

https://t.co/q0O2QsE2cE",COVID-19 is only as deadly as the seasonal flu.,NONE
1521,1233971706966007808,“We consider this holy shrine to be a place of healing. That means people should come here to heal from spiritual and physical diseases.” https://t.co/v6uhgyIem3,Holy communion cannot be the cause of the spread of coronavirus,NONE
1522,1233927724315693056,"The first time Trump's team had to deal with COVID-19, it made a critical mistake—with a cost #SmartNews It’s clear now that the very first time this White House was forced to confront this threat, it fumbled the response. One time may be all it took. https://t.co/P5qv6Cgafe",Coronavirus is genetically engineered.,NONE
1523,1233950085446238208,"Mexico has confirmed its first two cases of coronavirus. It marks the official spread of the disease to a second Latin American nation, after Brazil. 

https://t.co/sBteoPffhj",Coronavirus is caused by 5G.,NONE
1524,1233973129938112512,@USERNAME How do Kenyatta hospital know if someone is infected or not? We even have no trust with the hospital's capacity .... Si mlifungua brain ya mwenye alikua na malaria the other day????? The best part is Corona hiachagui tajiri wala maskini mtakoma udaku💪,A person can tell if they have coronavirus or not simply by holding their breath.,NONE
1525,1233983432990044160,"Corona virus epidemic is the first true test on Universal Healthcare. The need, approach, and countermeasures depends the basics that have been advocated for at primary level. These basics are our level of hygiene. The virus is here to reset that.",Coronavirus is genetically engineered.,NONE
1526,1233905864504938496,"Corona virus facts: it’s about as infectious as the common flu, but somewhat more fatal (latest estimate is 1.4% of cases result in death) https://t.co/xyuCEXeUbm",COVID-19 is only as deadly as the seasonal flu.,AGAINST
1527,1233953598439976960,"A few things about the a Corona Virus / Convid-19. We as Americans have a higher higiene, better diet and   Lysol/Clorox.",Avocado and mint tea cures coronavirus.,NONE
1528,1233914486857162752,Chances are pretty good that you may contract the coronavirus from a person providing a service for you from cleaning the bathrooms to handling your food or in the doctor's office when people can't afford to stay home when they're sick.,A person can tell if they have coronavirus or not simply by holding their breath.,NONE
1529,1233946078543843328,"@USERNAME @USERNAME Something to think about:

Patent 10130701, granted on 20 Nov 2018.
It refers to a live, attenuated #coronavirus that may be used as a vaccine for treating and/or preventing a disease, such as infectious bronchitis, in a subject.",Coronavirus is genetically engineered.,NONE
1530,1233933137161281536,"Why is it not standard practice for CDC, hospitals and government to keep a surplus of n95 masks in the event of a pandemic?

Instead we rely on misleading (at best) public about their efficacy. https://t.co/m8YFnx64vE",Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
1531,1233975333621202944,All our candidates ARE actually in the high risk group for COVID-19.,Coronavirus is genetically engineered.,NONE
1532,1233985666574356480,"I don't know if you're read Stephen King's ""The Stand""? But that is a plot point, everyone dies but a few people stuck rotting in a jail cell that they can't get out of. Could happen with coronavirus. https://t.co/6n08LbxO7j",Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
1533,1233964840479338496,"@USERNAME @USERNAME How to prevent corona virus? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc. #AdoptVedicHoliPreventCorona https://t.co/2SvWjr1meW",Vitamin C cures coronavirus.,NONE
1534,1233905307333484544,"No American wants to hear the coronavirus is a hoax. We don't need evidence-free assessments that it will disappear like a miracle. Or that the supply chain is unaffected. Or whining about the stock market. We need a gov't. we can trust speaking in a spin-free zone. Yeah, I know.",Coronavirus is genetically engineered.,NONE
1535,1233905533989482496,"@USERNAME The corona virus can live on a surface for up to 9 days. 
Just saying.",SARS-CoV-2 can survive for weeks on surfaces.,FAVOR
1536,1233917645746913280,"Coronavirus, quite fancy. It’s too late to stop the spread of it. Just like the H1N1 virus, we will have vaccines available hopefully w/ in a year or 2. Young children, elderly, and individuals with a list of other health issues remain at risk.",Coronavirus is genetically engineered.,NONE
1537,1233953856905711616,Coronavirus has a 98% survival rate. The flu is more dangerous. Stop the stupidity in the American Stock Exchange https://t.co/H6j31DHMXI,Coronavirus is caused by 5G.,NONE
1538,1233989400326918144,"@USERNAME @USERNAME @USERNAME @USERNAME 1. It's not slow-spreading. ""Currently, the R0 for SARS-CoV-2, the virus that causes the disease COVID-19, is estimated at about 2.2 ... By comparison, the flu has an R0 of 1.3.""

1/2",COVID-19 is only as deadly as the seasonal flu.,NONE
1539,1233951009229213696,"Coronavirus is a global test of each nation's healthcare system.

The mortality rate will hold the truth, although, perhaps nations with good public healthcare system, will have more vulnerable citizens who would not be alive in other countries.",Holy communion cannot be the cause of the spread of coronavirus,NONE
1540,1233927436112408576,The U.S. is banning travel to Iran in response to the outbreak of the new coronavirus and elevating travel warnings to regions of Italy and South Korea. https://t.co/4CtbPX6KVa,Coronavirus is caused by 5G.,NONE
1541,1233969417031012352,"****Important****

Chinese propaganda is blaming American Soldiers for infecting Wuhan during the Military Games in 2019.

#coronavirus #NCP #nCoV2019 #COVID19 #SARSCoV2 https://t.co/0JReYVtVJd","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
1542,1233989896014094336,@USERNAME @USERNAME We are worse then animals. I tell you. May God send Covid-19 on the gang. May they be destroyed.  Please get down in Sajda and pray that he designates he’ll for all the tormentors of every hue and color. People who have no sanctity of life deserve No kindness.,Holy communion cannot be the cause of the spread of coronavirus,NONE
1543,1233927784428236800,"Coronavirus causes MANY illnesses, depending on the strain. Common colds are coronavirus. 
MERS &amp; SARS are also coronaviruses. 
COVID19 is apparently a robust strain that is very hard on the lungs, more dangerous to those with already-compromised immune or pulmonary  systems.",Coronavirus is caused by 5G.,NONE
1544,1233991702958018560,"Trump thinks the Coronavirus is a hoax. 
We are all fucked.",Coronavirus is genetically engineered.,NONE
1545,1233917016408559616,"Delusion? With 15-20% needing hospitalization?

""Gardham said that now makes Canada better prepared than many other countries to respond to a pandemic — with the caveat that most of the country's hospitals are now at 100 per cent capacity.""

https://t.co/WvWVBSVYIG",Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
1546,1233968531760459776,Children appear to be less affected than adults. #coronavirus #nCoV  https://t.co/5QGTdimjAn,Africans are more resistant to coronavirus.,NONE
1547,1233971703274856448,"@USERNAME Respectfully 1918 is quite different than 2020. I’m surprised you aren’t discussing more natural preventives to the coronavirus. There are many ways to avoid getting sick like taking megadoses of Vitamin C,A and liver. You know this Dr Savage. Why aren’t you talking about it?",Vitamin C cures coronavirus.,NONE
1548,1233921378874806272,@USERNAME This could explain why the flu (and Coronavirus) grow more in colder (less sunny) climates,Coronavirus can only survive in cold temperatures.,FAVOR
1549,1233984986862247936,"Do Indonesians have a special immunity with the virus? not at all:
I read news from a pathologist who debunks that there is a likelihood that corona doesn’t survive in a tropical climate.",Coronavirus can only survive in cold temperatures.,AGAINST
1550,1233990728776376320,Rainbow Six Quarantine predicted the Coronavirus.,Vitamin C can prevent coronavirus circulation.,NONE
1551,1233943805650440192,"Perhaps the only good thing, but it's still very good.

A year from now, with reporting on this coronavirus, we will know exactly what media outlets are ""fake news"" and which ones are not.",We're very close to a vaccine.,NONE
1552,1233907368527826944,"So there’s original SARS, which is a type of coronavirus. SARS infects cells through the ACE2 receptor in hosts.",Coronavirus is caused by 5G.,NONE
1553,1233930975677075456,@USERNAME @USERNAME Forgot how many died in America due to the flu and that’s even with a vaccine. This things like the flu but with a few extra steps. Biotech people are working on some shit that could work with stopping coronavirus; because it’s a sars based illness they’ve got experience.,We're very close to a vaccine.,NONE
1554,1233940226592190464,"There is evidence that coronaviruses can live on inanimate surfaces for up to nine days, but it’s not yet clear how likely humans are to be infected by touching these surfaces.
https://t.co/DJ99AAISWw",SARS-CoV-2 can survive for weeks on surfaces.,FAVOR
1555,1233978573142315008,"@USERNAME @USERNAME @USERNAME @USERNAME He permitted this near-pandemic? How did he manage to permit this in a country on the other side of the planet to occur? How did he permit it to occur in Europe? The CDC doesn't control the world, you moron!",Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
1556,1233990663340847104,"coronavirus is caused by eating ass, pass it on",Coronavirus is caused by 5G.,NONE
1557,1233926553630846976,"BREAKING:
Coronavirus now reported to be especially infectious to soy-consuming men with developing breasts.

Say goodby to Antifa, Seattle.

Good night everybody.",Vitamin C can prevent coronavirus circulation.,NONE
1558,1233945454481559552,"We don't have a vaccine for COVID-19, but we *do* have the cure for ignorance! Get your weekly dose of newsy infotainment from @USERNAME, @USERNAME, and @USERNAME on a BRAND NEW EPISODE of @USERNAME!

GET DOSED!

https://t.co/paArLeUybp",We're very close to a vaccine.,NONE
1559,1233968249009774592,"Vitamin C, Zinc , Echinacea.  Prepare to make tea constantly throughout duration of coronavirus self quarantine.  I'm just taking educated guesses here.  We may all die from this, say ""la ilaha illallah"" a lot.  And take shahada on video chat even and start learning salat.",Fennel tea cures coronavirus.,FAVOR
1560,1233985082857345024,You can't die from the coronavirus if you're already dead.,We're very close to a vaccine.,NONE
1561,1233913563456135168,"@USERNAME You are quite entitled to your beliefs, as am I. I cannot stand the gross misrepresentation of facts and the growing partisan divide. Today a person died of Covid 19. Yesterday our President called the potential pandemic a hoax perpetrated by Democrats.",Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
1562,1233940612124037120,"Preliminary estimates suggest that the death rate associated with COVID-19 is between one and two per cent, which is higher than the average death rate associated with seasonal flu strains, at around 0.1 per cent
.
https://t.co/iNgnfAf27d",COVID-19 is only as deadly as the seasonal flu.,AGAINST
1563,1233948651065528320,"Coronavirus - Joe Imbriano, 5G is a kill grid that will lead to forced v... https://t.co/R5R01IIo5U via @USERNAME",Coronavirus is caused by 5G.,FAVOR
1564,1233962482563194880,@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Coronavirus and SARS are so similar that the correct name is SARS-COV-2,The lifetime of SARS-CoV-2 is only 12 hours.,NONE
1565,1233939538495578112,"@USERNAME @USERNAME Coronavirus isn't just a singular virus, but a group of viruses. Most aren't any worse than the common cold. The more severe ones like sars, &amp; COVID-19  are only dangerous to  those with weakened/compromised immune systems or left untreated.",COVID-19 is only as deadly as the seasonal flu.,NONE
1566,1233911127249170432,"Each time Trump lies about coronavirus stores sell out of toilet paper. I can’t tell if people are stocking up, shitting their pants or both.",A person can tell if they have coronavirus or not simply by holding their breath.,NONE
1567,1233940850444365824,"#coronavirus can stay active on surface for much longer time then usuall virus.
It implies There are chances that Chinese product you bought in past few weeks may has #coronavirus .",SARS-CoV-2 can survive for weeks on surfaces.,FAVOR
1568,1233939538495578112,"@USERNAME @USERNAME Coronavirus isn't just a singular virus, but a group of viruses. Most aren't any worse than the common cold. The more severe ones like sars, &amp; COVID-19  are only dangerous to  those with weakened/compromised immune systems or left untreated.",Coronavirus can only survive in cold temperatures.,NONE
1569,1233932525946462208,"COVID-19: Approximately 84,119 cases worldwide; 62 cases in the U.S. as of Feb. 28, 2020.

Flu: Estimated 1 billion cases worldwide; 9.3 million to 45 million cases in the U.S. per year.",COVID-19 is only as deadly as the seasonal flu.,NONE
1570,1233992869368590336,"@USERNAME @USERNAME @USERNAME Oh I’m from China so I could see posts in mandarin (which is quite different from what China government told the world). Also there were two days Wuhan suddenly had over 10000+ increased cases, suggested an increase in testing ability as well as higher previously infected number","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
1571,1233931965943824384,"No. 1 way to prevent #coronavirus isn't wearing a face #mask 200227 https://t.co/lrzveU9rBt #news #health (…#wash your #hands frequently and thoroughly… 

make sure that you scrub the #soap into your #fingertips… 

Soap and water is far more effective than hand sanitizer…)",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
1572,1233965616316334080,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/Rurn0Dz0aO",Vitamin C cures coronavirus.,NONE
1573,1233936801053601792,"I saw Costco trending. Something about everyone being at panic for supplies for the coronavirus. I work at Costco just so you now. They said toilet paper, some food, water bottles being, and Clorox wipes being sold out",Vitamin C cures coronavirus.,NONE
1574,1233917765804687360,"@USERNAME @USERNAME Actually, no, that is not true. The Chinese did a quick study of 45k of those who have been diagnosed with this coronavirus and the most likely to die are 35 and up. 

Kids, oddly enough, are less likely to get it because of their exposure to other corona viruses at school. 1/",Africans are more resistant to coronavirus.,NONE
1575,1233965389689839616,"Coronavirus is not airborne.  Please read.  It is droplet.

https://t.co/T3FBOALM8X",Coronavirus is genetically engineered.,NONE
1576,1233946022725840896,"LIVE FROM HONG KONG: To Date in 2020, Influenza (the Flu) Accounts for More Than 50 Times the Number of Deaths as the Coronavirus in Hong Kong https://t.co/Xh8JhHFxHA via @USERNAME","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
1577,1233947650615062528,"@USERNAME @USERNAME The Mother of God is the solution. 

Europe is a corpse. 

Rise up Muslim world,  become Roman Catholic. 
Help the remnant Catholic church convert Europe,  China",Holy communion cannot be the cause of the spread of coronavirus,NONE
1578,1233917670644277248,"@USERNAME @USERNAME Heya. I asked friends the same question a couple days ago.

COVID-19 appears to be at least 40x as deadly as the normal flu. Approximately 80k people in the US died from the 2018-2019 flu season.

3.2M US deaths (or more) from coronavirus if we don’t sort things out.",COVID-19 is only as deadly as the seasonal flu.,AGAINST
1579,1233932201135398912,"This is a live blog. Please check back for updates.All times below are in Beijing https://t.co/o82M9qxmFb confirmed cases: More than 85,000Total deaths: At least 2,9419:35 am: https://t.co/fDfMazVeRJ","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
1580,1233953831039401984,The one benefit of the Coronavirus infection. https://t.co/r06Xehrdro,Vitamin C can prevent coronavirus circulation.,NONE
1581,1233968256672817152,Lloyd Trapezoid Facebook Twitter RussiaChina covertly Deploying biological Weapons EMF powered microchips. They can mimic flu symptoms. Coronavirus probably Fake.,Coronavirus is genetically engineered.,NONE
1582,1233936467212169216,"Yeah Coronavirus is a 1% fatality rate. Yeah 1% of USA is 3m. But take China's pop (1.286b), and overestimate at 80k cases. That's ~6% infected pop. 6% of US: ~19.65m. 1% of that is  ~200k. 

Which is still a lot, but stop telling people that 3mil Americans are going to die.",Coronavirus is caused by 5G.,NONE
1583,1233972846671560704,I finally understand why washing ur and literally creating friction w soap/hand sanitizer is key. We’ve got to break the fatty envelope around the #coronavirus to kill it!  🦠💧 I’m still horrified by what I now know is on grocery cart handles. Germ #fyrefestival 🛒 https://t.co/0SFHblLAYh,Hand sanitiser sold commercially does not destroy the coronavirus.,AGAINST
1584,1233917182591066112,"@USERNAME @USERNAME According to WHO: “There are some chemical disinfectants that can kill the 2019-nCoV on surfaces. These include bleach/chlorine-based disinfectants, either solvents, 75% ethanol, peracetic acid and chloroform.

However, they have little or no impact on the virus....on the skin.”",Vitamin C cures coronavirus.,NONE
1585,1233981409859162112,"@USERNAME @USERNAME The virus doesn't last long on inanimate surfaces, that's why there are no official recommendations about disinfecting objects as a way to prevent coronavirus transmission",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
1586,1233955759697776640,"@USERNAME Based on the delay through China Post, the odds are in your favor on this one; the virus only survives for 9 days on inorganic surfaces.",SARS-CoV-2 can survive for weeks on surfaces.,FAVOR
1587,1233907060691161088,@USERNAME @USERNAME Human Corona Virus is a common family of viruses. It mutates constantly so we end up with things called SARS  and Covid 19. Lots of disinfectants will kill the virus.,Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
1588,1233906607517556736,"PROVERBS 4:22 THE WORD OF GOD HEALS YOU!

In His Word, God promises perfect health!

2 Corinthians 1:20 (#KJV) For all the promises of God in him are yea, and in him Amen, unto the glory of God by us.

#Jesus #God #Word #Truth #Bible #coronavirus #NYC #SaturdayThoughts #TrustGod https://t.co/Pfpny8im75",Holy communion cannot be the cause of the spread of coronavirus,NONE
1589,1233941357275648000,"@USERNAME I said because people were explaining it to her.  Right now most experts don't know if COVID-19 can survive because there are cases where some viruses do actually live a lot longer outside of the host. She was nervous and was right to feel unsure, but she explained.",SARS-CoV-2 can survive for weeks on surfaces.,NONE
1590,1233914472512749568,Imaging and clinical features of patients with 2019 novel coronavirus SARS-CoV-2. Eur J Nucl Med Mol Imaging 2020 #PubmedTrending #PubMed https://t.co/IZ56GroudN,The lifetime of SARS-CoV-2 is only 12 hours.,NONE
1591,1233993481133154304,@USERNAME @USERNAME A real md would tell people to use universal precautions in order to protect themselves. There is no correlation between obesity and the spread of coronavirus. You are not a real doctor.,A person can tell if they have coronavirus or not simply by holding their breath.,NONE
1592,1233937746084990976,"Coronavirus is spreading through communities on the West Coast.
https://t.co/XJMtVmr5mZ",Coronavirus is caused by 5G.,NONE
1593,1233978666729775104,How long can coronavirus survive on surfaces? https://t.co/wqup90GHvL https://t.co/AXHzrvwLQ9,Coronavirus can only survive in cold temperatures.,NONE
1594,1233951861935206400,"Unpopular but accurate opinion:

Flu kills ~46,000 people in 5 months. No one bats an eye. No one buys Costco out of bleach and bottled water. 

Coronavirus kills THREE PEOPLE and the nation collectively freaks the fuck out. 

Fuck people, man.",Avocado and mint tea cures coronavirus.,NONE
1595,1233945916106776576,The coronavirus can only cause physical harm. There should be greater fear in regards to those things and situations which could cause the loss of your soul for all eternity. These things are too numerous to count - it could be called a 'pandemic' of the acceptance of sin.,Holy communion cannot be the cause of the spread of coronavirus,NONE
1596,1233993467795329024,Do Cleaning Products and Sanitizers Prevent Coronavirus? | Time https://t.co/pmQnMkuaLR,Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
1597,1233982077470695424,"Deccan Herald: Explained | How long can coronavirus survive on surfaces?.
https://t.co/m2kl1Za4e8

via @USERNAME",SARS-CoV-2 can survive for weeks on surfaces.,NONE
1598,1233950084838154240,"As concern of catching the novel coronavirus continues to grow, face masks aren’t the only products flying off store shelves – so, too, is hand sanitizer.

https://t.co/w1EGmkCV2p",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
1599,1233986240288055296,Commentary: COVID-19 crisis reveals the extraordinary promise of bioengineering https://t.co/fByrhA6oM8,Coronavirus is genetically engineered.,NONE
1600,1233927436305346560,Archdiocese of Galveston-Houston suspends drinking from Chalice during Mass in wake of coronavirus https://t.co/67DlBk8TYI,Holy communion cannot be the cause of the spread of coronavirus,AGAINST
1601,1233958994642796544,World Health Organization (WHO) says that does not need to wear a mask to prevent corona virus.,Vitamin C can prevent coronavirus circulation.,NONE
